x, "1", "10", "102", "1024", "109", "112", "12", "128", "1280", "13", "1344", "14", "1408", "144", "1536", "16", "160", "1600", "1632", "170", "176", "18", "19", "192", "2", "200", "208", "21", "224", "24", "240", "248", "25", "256", "27", "272", "28", "280", "288", "3", "304", "32", "320", "3200", "336", "352", "36", "38", "384", "4", "416", "42", "448", "48", "480", "4992", "5", "51", "512", "54", "544", "56", "576", "6", "64", "640", "672", "7", "704", "73", "76", "768", "8", "80", "848", "85", "880", "9", "96", "960"
"144", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"1536", 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0
"16", 0, 13213, 3, 2, 0, 0, 1247, 31735, 0, 116, 0, 21, 0, 0, 0, 2.31465e+06, 0, 0, 0, 0, 0, 359, 48, 8568, 2840, 0, 0, 3376, 5, 3608, 0, 0, 77, 6975, 26, 0, 3, 0, 52, 132, 0, 309169, 34, 0, 0, 0, 24, 7, 279, 8748, 0, 534, 3, 101899, 4, 0, 6355, 25, 18, 1, 0, 0, 0, 828, 163253, 0, 0, 106, 0, 1, 0, 1, 68480, 0, 0, 14, 0, 556, 26113, 0
"160", 0, 0, 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 15, 1966, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 111, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 55, 10, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 151, 0
"1600", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"1632", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"170", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0
"176", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"18", 0, 47, 0, 0, 20, 0, 16, 181, 0, 3334, 0, 5, 0, 0, 0, 60, 0, 0, 0, 0, 0, 17389, 0, 6, 5, 0, 0, 181, 0, 2, 0, 0, 9, 59, 380, 0, 1, 0, 0, 0, 0, 170, 0, 0, 0, 0, 403, 0, 1, 239, 0, 17, 0, 21, 0, 0, 6, 0, 0, 103, 0, 0, 0, 2, 420, 0, 0, 0, 0, 5, 0, 0, 53, 0, 0, 2, 0, 9653, 23, 0
"19", 0, 1, 4, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 1688, 10, 0, 0, 0, 9, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 186, 0, 10, 0, 0, 0, 1, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 533, 16, 0
"192", 0, 810, 1, 0, 0, 3, 172, 26086, 0, 74, 0, 0, 0, 0, 0, 6499, 60, 0, 0, 0, 1, 13, 7, 657368, 172, 0, 34, 1379, 180, 351, 3, 4, 10, 7363, 62, 0, 2, 0, 225, 5, 0, 35424, 144, 0, 0, 0, 56, 38, 3767, 261, 4, 158, 83, 3785, 28, 0, 135, 2, 37, 9, 19, 2, 166, 52, 147665, 1, 0, 12, 0, 0, 1, 89, 1128, 0, 0, 4, 10, 79, 20678, 0
"2", 2, 1105, 0, 0, 0, 0, 271, 91, 0, 3, 0, 0, 0, 0, 0, 1872, 0, 0, 0, 0, 0, 22, 0, 33, 38527, 0, 0, 31, 0, 1054, 0, 0, 0, 48, 0, 0, 0, 0, 0, 321, 0, 774, 0, 0, 0, 0, 9, 0, 5, 11981, 0, 0, 0, 274, 0, 0, 5547, 0, 0, 0, 0, 0, 0, 10529, 402, 0, 0, 3, 0, 0, 0, 0, 4414, 0, 0, 0, 0, 215, 92, 0
"200", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"208", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"21", 0, 11261, 9, 0, 0, 0, 189, 6260, 0, 57, 0, 300, 0, 0, 0, 3202, 0, 0, 0, 0, 0, 98, 0, 1493, 44, 0, 0, 372699, 0, 86, 0, 0, 126, 2171, 27, 0, 59, 0, 0, 14, 0, 9487, 4, 0, 0, 0, 12, 12, 77, 66, 0, 6732, 0, 1636, 0, 0, 764, 7, 2, 14, 0, 144, 0, 45, 30318, 0, 0, 314, 0, 2, 8, 0, 523, 0, 0, 10, 0, 406, 1265, 0
"224", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 5, 136, 0, 0, 0, 0, 0, 0, 144, 0, 0, 2, 0, 3304, 0, 0, 0, 0, 61, 0, 0, 0, 0, 18, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 146, 0
"24", 0, 388, 0, 0, 0, 0, 2841, 646, 0, 23, 0, 2, 0, 0, 0, 3706, 0, 0, 0, 0, 0, 11, 2, 277, 437, 0, 0, 553, 0, 21129, 0, 0, 17, 87, 0, 0, 1, 0, 1, 59, 0, 14816, 0, 0, 0, 0, 14, 6, 18, 1348, 0, 71, 0, 340, 0, 0, 623, 7, 0, 5, 0, 0, 0, 253, 3666, 0, 0, 9, 0, 0, 0, 2, 36255, 0, 0, 0, 0, 102, 1839, 0
"240", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"248", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0
"25", 0, 48, 1, 0, 0, 0, 2637, 209, 0, 0, 0, 10, 0, 0, 0, 70, 0, 0, 0, 0, 0, 2, 0, 43, 1, 0, 0, 66, 0, 25, 0, 0, 7515, 75, 13, 0, 2, 0, 0, 2147, 0, 334, 0, 0, 0, 0, 1, 0, 6, 16, 0, 16, 0, 10, 0, 0, 10, 562, 0, 0, 0, 2, 0, 373, 771, 0, 0, 0, 0, 0, 36, 0, 41, 0, 0, 0, 0, 115, 11, 0
"256", 0, 401, 2, 5, 0, 0, 223, 100119, 18, 4, 0, 48, 0, 3, 3, 6092, 10, 0, 0, 16, 0, 114, 0, 15120, 96, 0, 0, 2470, 54, 109, 0, 0, 64, 823233, 5, 19, 3, 18, 102, 5, 1, 26287, 473, 22, 10, 7, 14, 0, 3510, 206, 38, 703, 81, 1449, 0, 0, 99, 0, 3611, 1, 0, 12, 4, 35, 72915, 11, 11, 17, 0, 0, 8, 103, 888, 0, 0, 162, 0, 405, 5992, 0
"27", 0, 172, 1, 0, 0, 0, 17, 612, 0, 640, 0, 5, 0, 0, 0, 47, 0, 0, 0, 0, 0, 1915, 2, 94, 2, 0, 0, 24, 0, 1, 0, 0, 45, 89, 13629, 0, 4, 0, 0, 0, 0, 375, 0, 0, 0, 0, 3415, 19, 0, 19, 0, 17, 0, 16, 0, 0, 34, 2, 0, 246, 0, 8, 0, 124, 1674, 0, 0, 28, 0, 1, 17, 0, 67, 0, 0, 0, 0, 9589, 73, 0
"272", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
"28", 0, 3, 0, 0, 0, 0, 4, 43, 0, 0, 0, 460, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 24, 0, 0, 1489, 0, 0, 1160, 0, 7, 0, 0, 0, 0, 4, 0, 0, 0, 0, 133, 0, 1, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 50, 0, 0, 95, 0, 0, 0, 0, 1, 0, 0, 1, 0, 33, 0, 0
"280", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"288", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 284, 1, 0, 0, 0, 11, 10, 0, 0, 0, 233, 0, 0, 0, 0, 9490, 1, 0, 414, 17, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 631, 0
"3", 5, 95, 0, 0, 0, 0, 80, 26, 0, 0, 0, 73, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 21, 10, 487, 0, 0, 232, 0, 8, 0, 0, 1319, 0, 0, 0, 826, 0, 0, 8264, 0, 332, 0, 0, 0, 0, 4, 80, 0, 216, 0, 1, 0, 21, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1432, 143, 0, 0, 1118, 0, 0, 0, 0, 164, 0, 0, 0, 0, 922, 86, 0
"304", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"32", 0, 14924, 8, 4, 0, 1, 1168, 123911, 0, 148, 0, 30, 0, 0, 4, 326910, 35, 0, 0, 28, 0, 262, 110, 33317, 3545, 0, 2, 13139, 40, 6593, 0, 0, 277, 22056, 87, 1, 11, 0, 292, 259, 0, 4.45326e+06, 55, 0, 0, 0, 80, 110, 1197, 6545, 2, 1107, 4, 43187, 34, 0, 4407, 92, 61, 27, 0, 2, 6, 825, 694716, 3, 1, 156, 0, 0, 2, 9, 23289, 0, 0, 35, 0, 952, 167281, 0
"320", 0, 6, 0, 0, 0, 0, 1, 169, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 9, 1, 0, 0, 0, 0, 404, 0, 0, 0, 0, 0, 0, 0, 66, 2298, 0, 0, 3, 0, 0, 274, 0, 8, 1, 26, 6, 0, 0, 3, 0, 3, 0, 0, 0, 5, 0, 273, 2, 0, 0, 0, 0, 0, 13, 1, 0, 0, 0, 0, 0, 31, 0
"3200", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"336", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
"352", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"36", 0, 1, 0, 0, 15, 0, 2, 54, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 594, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 7, 2900, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 658, 0, 0, 783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 16, 34, 0, 0, 0, 0, 21, 0, 0, 4, 0, 0, 0, 0, 236, 4, 0
"38", 0, 0, 17, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 298, 33, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 2, 2674, 0, 0, 0, 2, 0, 3, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 19, 20, 0
"384", 0, 19, 0, 2, 0, 0, 1, 6367, 0, 0, 0, 0, 0, 0, 1, 259, 0, 0, 0, 0, 0, 5, 0, 3477, 3, 0, 0, 90, 1, 6, 0, 0, 6, 2712, 0, 0, 0, 0, 1, 0, 0, 1189, 261, 0, 0, 0, 0, 0, 51539, 30, 6, 18, 34, 60, 171, 0, 4, 0, 105, 0, 0, 0, 80, 7, 2639, 6, 0, 0, 12, 0, 0, 65, 98, 0, 0, 3, 0, 3, 1346, 0
"4", 1, 142, 0, 2, 4, 0, 21749, 291, 0, 8708, 0, 0, 0, 0, 0, 4050, 0, 0, 0, 0, 0, 370, 0, 99, 15736, 0, 0, 63, 0, 460, 0, 0, 1, 63, 161, 0, 0, 0, 0, 256, 0, 2602, 0, 0, 0, 0, 18, 0, 14, 108679, 0, 6, 0, 840, 0, 0, 1197, 0, 1, 0, 0, 0, 0, 1806, 2188, 0, 0, 15, 0, 0, 0, 0, 11671, 0, 0, 4, 0, 8343, 190, 0
"416", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 10, 2, 0, 0, 0, 0, 0, 3, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
"42", 0, 237, 0, 0, 0, 0, 49, 2087, 0, 0, 0, 78, 0, 0, 0, 333, 0, 0, 0, 1, 0, 25, 1, 254, 1, 0, 0, 11493, 0, 35, 0, 0, 14, 465, 62, 0, 173, 0, 0, 0, 0, 700, 0, 0, 0, 0, 3, 0, 11, 6, 0, 35511, 0, 168, 0, 0, 7, 1, 0, 4, 0, 18, 0, 1, 1982, 0, 0, 2, 1, 0, 0, 0, 33, 0, 0, 263, 0, 1, 214, 0
"448", 0, 1, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 69, 1, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 10, 11, 0, 0, 0, 0, 0, 70, 1, 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0
"48", 0, 477, 1, 0, 0, 0, 215, 2782, 0, 6, 0, 3, 0, 10, 0, 190240, 0, 0, 0, 2, 0, 3, 11, 1743, 324, 0, 0, 384, 0, 497, 0, 0, 11, 442, 12, 0, 0, 0, 10, 3, 0, 7249, 2, 0, 0, 0, 0, 1, 30, 540, 0, 296, 0, 47491, 0, 0, 783, 6, 7, 0, 0, 0, 1, 69, 13160, 0, 0, 4, 0, 0, 11, 27, 13466, 0, 0, 1, 0, 8, 1533, 0
